CodDistritoConcelho,P_IP_Total,P_IP_Inef,Cap_PTD,Util_Media,N_PTDs,Delta_PLED,PFolga,PVE,D,Rate_Ineficiencia
1413,289.5822011604309,46.74,23785,0.3799367088607595,159,30.381000000000004,13568.34894936709,2098.7999999999997,11499.92994936709,0.16140494758552396
1414,464.0577000427246,1.2800000000000002,44635,0.5764035087719298,230,0.8320000000000002,17394.65103508772,3036.0,14359.48303508772,0.002758277688059381
1415,382.56900017929075,29.570000000000004,49100,0.6215217391304347,252,19.220500000000005,17096.620000000003,3326.4,13789.440500000002,0.07729324641082272
1416,1166.7108000106812,219.45800000000003,155442,0.5357679180887371,654,142.64770000000001,66388.27021433448,8632.8,57898.11791433448,0.18809974159662438
1417,131.82560066986085,14.23,8623,0.41413793103448276,60,9.249500000000001,4647.737531034482,792.0,3864.9870310344822,0.1079456488549374
1418,358.30960009002683,7.07,67800,0.5761861861861862,356,4.5955,26435.810450450448,4699.2,21741.205950450447,0.01973153942351428
1419,842.5638005599976,520.23,83746,0.5113815789473685,358,338.14950000000005,37646.25122631579,4725.599999999999,33258.80072631579,0.6174369224671613
1420,172.70660037994384,20.495,16360,0.45,55,13.321750000000002,8278.160000000002,726.0,7565.481750000001,0.11866946575818335
1421,1366.6942023811341,755.01,91623,0.5737380952380953,442,490.7565,35930.96294,5834.4,30587.31944,0.5524352109525142
1501,249.5492017211914,18.025000000000002,47360,0.4217479674796748,262,11.716250000000002,25195.134959349594,3458.4,21748.451209349594,0.07223024508064112
1502,284.9573014030457,36.730000000000004,53815,0.5325806451612903,128,23.874500000000005,23141.838774193548,1689.6,21476.11327419355,0.12889650421011262
1503,2798.4023033409117,2464.555,260800,0.6098384201077199,567,1601.96075,93613.80883303411,7484.4,87731.36958303412,0.8807007473720474
1504,532.7178000068665,101.095,121315,0.5463681592039802,221,65.71175,50629.75902487562,2917.2,47778.27077487562,0.18977214577529966
1505,499.2354012680054,180.73499999999999,74680,0.45984848484848484,335,117.47775,37111.433939393944,4422.0,32806.91168939394,0.3620236055795565
1506,480.870100025177,62.56,82190,0.5958986175115207,223,40.664,30556.045216589864,2943.6,27653.109216589866,0.13009750449596374
1507,1459.3536000595093,1398.415,125735,0.5338904109589041,376,908.96975,53917.78604383562,4963.2,49863.55579383562,0.9582427452421234
1508,835.8352026481629,151.695,159045,0.5652846975088968,579,98.60175,63608.151661921715,7642.799999999999,56063.95341192171,0.18148912551109025
1509,539.6899027824402,62.5,71985,0.44074168797953966,405,40.625,37037.55282352941,5346.0,31732.17782352941,0.11580724352590863
1510,1263.3554011383058,278.01,224705,0.6172629310344828,480,180.7065,79122.69843534482,6336.0,72967.40493534482,0.22005684208062753
1511,806.6311033515931,122.875,102445,0.5457818181818181,284,79.86875,42809.791105454555,3748.7999999999997,39140.85985545455,0.15233109594887695
1512,1250.224663181305,314.125,224490,0.5237362637362637,560,204.18125,98363.13046153847,7392.0,91175.31171153847,0.25125484183033286
1513,267.43590155029295,52.23,43105,0.39816326530612245,152,33.9495,23866.798653061225,2006.3999999999999,21894.348153061223,0.1952991340999063
1601,868.3926001052856,422.82,53053,0.47197231833910036,307,274.833,25772.376387543252,4052.3999999999996,21994.809387543253,0.48689958890568213
1602,484.1245004348755,177.7,32991,0.5678947368421052,141,115.505,13115.137957894738,1861.1999999999998,11369.442957894738,0.3670543420966653
1603,315.7371000137329,103.445,20531,0.4746280991735537,133,67.23925,9923.49765619835,1755.6,8235.13690619835,0.32763017078290985
1604,541.0615999603272,235.29500000000002,38983,0.5697126436781609,199,152.94175,15431.980650574715,2626.7999999999997,12958.122400574715,0.43487654643621504
1605,365.54780000305175,31.27,18670,0.4771296296296296,118,20.3255,8981.03062962963,1557.6,7443.75612962963,0.08554284829436518
1606,400.3812001342774,153.09500000000003,25265,0.5086666666666667,128,99.51175000000002,11420.453733333332,1689.6,9830.365483333331,0.3823730983089515
1607,1004.5833001422882,491.18,74288,0.5657027027027027,384,319.267,29682.031411891894,5068.8,24932.498411891895,0.48893904560271884
1608,329.7023002052307,56.88,31631,0.5480303030303031,144,36.972,13152.553206060604,1900.8,11288.725206060604,0.17251926954890442
1609,2013.3150012130739,1188.18,152422,0.5587401574803149,527,772.3170000000001,61877.091099212616,6956.4,55693.00809921262,0.59016100276613
1610,301.0722000656128,117.16999999999999,22211,0.5566981132075471,111,76.1605,9058.483950943399,1465.2,7669.444450943399,0.38917575244232144
1701,260.5790998878479,9.73,19890,0.523931623931624,135,6.3245000000000005,8711.48,1782.0,6935.8045,0.03733990947158751
1702,186.742,10.54,12150,0.5347674418604651,87,6.851,5200.369534883721,1148.3999999999999,4058.820534883721,0.056441507534459305
1703,988.2458002777099,196.155,97208,0.5354871794871795,400,127.50075000000001,41542.013275897436,5280.0,36389.514025897435,0.19848806839844693
1704,107.45830014038086,30.12,7020,0.5733333333333334,37,19.578000000000003,2755.584,488.4,2286.7619999999997,0.28029477444415163
1705,170.45,0.6699999999999999,13195,0.5077011494252873,91,0.43549999999999994,5976.212666666667,1201.2,4775.448166666667,0.00393077148723966
1706,397.4696000289917,24.33,29446,0.5129319371727749,205,15.814499999999999,13194.829683769634,2706.0,10504.644183769635,0.06121222855339214
1707,176.98440002250672,2.43,12035,0.4567901234567901,82,1.5795000000000001,6014.528395061729,1082.3999999999999,4933.707895061729,0.013730023661356495
1708,300.3983002204895,72.57999999999998,25850,0.5980769230769231,112,47.17699999999999,9558.534615384615,1478.3999999999999,8127.311615384615,0.24161255222392056
1709,250.43250007247923,45.7,11123,0.5463333333333333,92,29.705000000000002,4642.443586666666,1214.3999999999999,3457.7485866666666,0.18248430210445402
1710,197.1697000312805,51.29,14550,0.5082222222222222,101,33.3385,6582.937333333333,1333.2,5283.075833333333,0.2601312473055594
1711,166.5115001335144,24.61,8350,0.5903636363636363,61,15.996500000000001,3146.826545454546,805.1999999999999,2357.623045454546,0.14779759944668622
1712,530.1517001266479,152.02,31680,0.5859605911330049,208,98.81300000000002,12067.426995073893,2745.6,9420.639995073892,0.28674811372609754
1713,429.10700007247925,63.13,26576,0.563780487804878,167,41.0345,10665.532175609758,2204.4,8502.166675609758,0.14711948299453725
1714,1304.3656001091003,816.61,117078,0.5690514905149051,397,530.7965,46418.22242601627,5240.4,41708.618926016265,0.6260591355151476
1801,149.0627000274658,28.13,14035,0.6096511627906976,88,18.2845,5040.262255813954,1161.6,3896.9467558139536,0.18871253502597804
1802,205.03780000686646,0.62,18345,0.48229885057471267,89,0.403,8737.449379310345,1174.8,7563.052379310345,0.0030238326785560366
1803,439.0704999771118,36.805,29210,0.5483157894736842,200,23.92325,12138.20012631579,2640.0,9522.12337631579,0.08382480718226025
1804,479.64900001716614,119.55799999999999,27230,0.5846511627906977,177,77.7127,10405.152930232558,2336.4,8146.465630232558,0.24926143908508333
1805,487.2652004051208,37.06,41770,0.58234375,195,24.089000000000002,16049.861437499998,2574.0,13499.950437499998,0.0760571449986325
1806,660.1156002693176,332.12,35251,0.5671844660194175,214,215.87800000000001,14036.605957281552,2824.7999999999997,11427.683957281553,0.5031239980762459
1807,299.69310012435915,35.985,26660,0.5225531914893617,144,23.39025,11710.433361702128,1900.8,9833.023611702129,0.1200728344598786
1808,252.73480035400388,6.12,20616,0.4885294117647059,138,3.978,9700.919435294118,1821.6,7883.297435294116,0.024215106077310124
1809,390.8024000415802,127.88000000000001,22790,0.5525619834710743,122,83.12200000000001,9381.343404958678,1610.3999999999999,7854.065404958677,0.32722419306123496
1810,324.0481996917725,71.97,20981,0.5017391304347826,142,46.7805,9617.690400000001,1874.3999999999999,7790.070900000002,0.222096589545803
1811,270.3733999633789,49.586999999999996,15278,0.5179338842975206,121,32.23155,6775.805626446281,1597.2,5210.837176446282,0.18340191752116286
1812,119.44289999580384,13.73,8105,0.43440677966101693,60,8.9245,4217.402406779662,792.0,3434.326906779662,0.11495032354775671
1813,305.7331000328064,101.105,13990,0.6203157894736842,98,65.71825000000001,4886.839536842106,1293.6,3658.957786842106,0.33069693791464194
1814,342.7148000030518,136.01999999999998,21080,0.5194392523364486,108,88.413,9319.80291588785,1425.6,7982.615915887851,0.3968897754015548
1815,206.93360052871702,47.58,17385,0.44816,128,30.927,8826.239328,1689.6,7167.566327999999,0.22992882682383486
1816,566.9703997879028,136.495,34552,0.4948117154811716,249,88.72175,16058.844358158996,3286.7999999999997,12860.766108158998,0.24074449045498889
1817,279.0663000144959,0.8700000000000001,21899,0.5640140845070423,143,0.5655000000000001,8783.84311830986,1887.6,6896.80861830986,0.0031175387352568498
1818,173.59180005264284,0.0,12725,0.5497619047619048,87,0.0,5270.93738095238,1148.3999999999999,4122.537380952381,0.0
1819,171.93280057144165,18.28,9130,0.4994117647058824,70,11.882000000000001,4204.74094117647,924.0,3292.62294117647,0.1063206086287432
1820,169.39780028152467,28.64,11820,0.61921875,66,18.616,4140.7676249999995,871.1999999999999,3288.1836249999997,0.1690694917667335
1821,769.8268988304138,116.075,46645,0.5304074074074074,274,75.44875,20151.814762962964,3616.7999999999997,16610.463512962964,0.15078064974912017
1822,145.00960006713868,20.555,11995,0.5209333333333334,79,13.36075,5286.692293333333,1042.8,4257.253043333332,0.14174923584702767
1823,2249.2599017887114,692.979,228706,0.5371707953063886,789,450.43635000000006,97383.67080156454,10414.8,87419.30715156454,0.30809200815295396
1824,178.892,0.0,20160,0.5204195804195805,150,0.0,8894.873958041957,1980.0,6914.873958041957,0.0
